username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Stephanie Piller,840570967315357696,"Houston, TX",2023-01-21 12:02:27,"@FoxNews The Sun has always been the reason for climate change. Riddle me this.. if we, through our carbon emission… https://t.co/t9owqMMMij",0,Twitter for iPhone,
Waves,119545893,"Nassau Bay, TX",2023-01-21 08:38:28,"@oregon_report According to several scientific articles on climate change, too many to leave a link.
It was postula… https://t.co/NBgGEfRfYC",2,Twitter for Android,
Leonard Dale,3280624117,"Webster, TX",2023-01-21 06:28:51,"@alexweprin It's most likely probably climate change?!? 🤣🤣
💉💔💉💔💉💔 https://t.co/2zCjtxDs54",0,Twitter Web App,
James Villanueva,1394688353719750657,Houston,2023-01-21 06:17:26,"@BofA_News @DSteveBoland They consumed Boland into their ""drink the kool-aid"" and regurgitate some stupid ass climate change shit!!!",0,Twitter Web App,
Gary Beckelic,1585793018673696769,"Houston, TX",2023-01-21 05:10:35,@prageru Is this about climate change or LGBT?,0,Twitter for Android,
Sheila Jackson Lee,80612021,"Houston, TX",2023-01-21 03:18:21,"2/2 infrastructure improvement, climate change, health care, clean water, and new technology.",11,Twitter for iPhone,
Danny Kent,1519094140155408385,"Houston, TX",2023-01-21 03:07:27,"@followdalogic @OzraeliAvi @ezralevant @CSmiles_News @calvinrobinson She loves to be in the spotlight, when it come… https://t.co/E7eO3RdgOX",0,Twitter for iPhone,
Texas Freedmen Affairs PAC,1573351255241523207,"Houston, TX",2023-01-21 02:36:36,"You mentioned climate change &amp; clean water, y’all are using federal dollars to grift because we know the funding wo… https://t.co/OTh8kT5HbN",0,Twitter for iPhone,
Sheila Jackson Lee,80612021,"Houston, TX",2023-01-21 02:28:30,"2/2 infrastructure improvement, climate change, health care, clean water, and new technology.",5,Twitter for iPhone,
🍄Cajun Champagne🍄,2786459539,"Houston, Texas",2023-01-21 01:24:50,@EarthFirst2024 @ninaturner Climate change is a hoax. Come off it. I can't believe anyone still believes this utter nonsense.,0,Twitter for Android,
houston,1300883671017230341,"Houston, TX",2023-01-21 01:18:21,@BSyauncle @TrevorDeGraw @ezralevant @elonmusk Then say that it’s a bullshit meeting like the journalist said it ca… https://t.co/4uhRrAkwaU,0,Twitter for iPhone,
EnergyCynic,1099758032190345216,"Houston, TX",2023-01-21 01:12:52,@SecYellen You forgot climate change. I’m sure it’s very high on their priority list https://t.co/f5uB8u3WmG,0,Twitter for iPhone,
Joe Boshwag,3013891406,"Houston, TX",2023-01-21 00:43:51,@ShdSigma @GamerGrl73 @DVATW This is just an example of a proposed solution that in the end doesn't actually work o… https://t.co/XcooDlmoqt,0,Twitter for Android,
abobi,1248265856066285569,"Houston, TX",2023-01-21 00:13:12,@ezralevant @elonmusk I may not agree with all of @GretaThunberg points on climate change but I do think she’s doin… https://t.co/DZvs85uEQs,0,Twitter for iPhone,
Joey Bagadonuts,1463989173250056198,"Houston, TX",2023-01-20 22:44:09,@GOP Because climate change,0,Twitter for iPhone,
Chad Spencer,1279633156954632192,"Houston, TX",2023-01-20 22:38:40,"@519Maloney @ali Because Covid wasn’t big? 🤔 
Climate change fear mongering is next",0,Twitter for iPhone,
Kyle King Is Ready For Football!,18156917,"Houston, TX",2023-01-20 21:30:53,I was all for the climate change initiatives until right now. Let the planet burn. https://t.co/GqqIcIfluD,0,Twitter for iPhone,
Eric,1323766268172947456,"Houston, TX",2023-01-20 21:21:38,@Marshiemonomoo @Lemmy_OP @ConSelfOwns We need a scientific breakthrough to fix that problem. You think a person th… https://t.co/eu2efAbqDz,0,Twitter for iPhone,
Dr. AJP Pegoda 🏳️‍🌈 😷 (he/they),1473154176,"Houston, TX",2023-01-20 21:18:50,"@allomygale Pick your choice! What's (not) happening with COVID, climate change, the economy, etc etc",0,Twitter Web App,
Clayton B. Cause,1427825752335163393,Kemah TX,2023-01-20 18:22:25,@ElijahSchaffer By the looks of her costume she is a singing peacock terrified of climate change.  🤣🤣,0,Twitter for iPhone,
Episcopal Health Fdn,2305366538,"Houston, Texas",2023-01-20 18:15:02,A new report from the Texas Department of Agriculture warns of increased food insecurity as a result of… https://t.co/rRtLQ3aicG,0,Buffer,
Sysco,823523768,"Houston, Texas",2023-01-20 18:00:11,"Biodiversity speaks to the entirety of our planet’s resources, from genetics to entire ecosystems. Our president an… https://t.co/Tl2UgNfrNy",0,Emplifi,
Cody Caillet,40282151,"Houston, TX",2023-01-20 17:48:50,@GRDecter Makes me want to run through a wall for climate change that's for sure,0,Twitter Web App,
Tres Knippa,5832212,"Houston, Texas",2023-01-20 17:40:05,"As a follow up, does anyone know of a situation where Al Gore has actually had a public debate with ANYONE on the subject of climate change?",0,Twitter Web App,
alessio ricci,131817164,"Houston, TX",2023-01-20 17:18:06,@kcsquared3 @WillHild @andyroddick Just this to cancel all the climate change https://t.co/Tp5jGWQbNN,0,Twitter for iPhone,
Michael Lawrence,804694525583233024,"Houston, TX",2023-01-20 17:14:42,"@BarstoolBigCat I failed to help climate change twice this morning, damn",0,Twitter for iPhone,
Bryan R Henderson,1594685218287394817,"Katy, TX",2023-01-20 16:59:21,@sayitnspinit Looks like climate change made her fat… 🤣😂😜😝,0,Twitter for iPad,
Maquisard American,1505663812267122691,"Houston, TX",2023-01-20 16:55:24,“You should unalive yourself for climate change” is coming soon https://t.co/RPTdZOLrmi,1,Twitter for iPhone,
Gunner25MM ✝️✡️⚓️,1608600457504595969,"Houston, Tx",2023-01-20 16:42:21,"@townhallcom I wonder if the Woolly Mammoth had had a Social Media what they would have said?
""All Mammoths must in… https://t.co/Ug30muvKyv",0,Twitter Web App,
Jonathan Alonzo 🦖,2746450560,"Houston, TX",2023-01-20 16:24:21,"@fadde @MarioNawfal Well, 1- they want ppl to starve to death, b/c we farm to much which leads to climate change. 2… https://t.co/M5ZuHdSeOe",1,Twitter for iPhone,
CHERYL,551639927,Houston,2023-01-20 16:13:19,"Drink less coffee to combat climate change....

Y'all have lost your damn mind
#WorldEconomicForum",0,Twitter for Android,
Feo Amante 🇺🇦,28636828,"Houston, Texas",2023-01-20 16:00:48,"Studes show we've tracked far more unknown storms since we've had the technology to do so.
But the WEF blames that… https://t.co/IoMrgcEgD4",0,Twitter for Android,
Mike,1324699376,"Houston, TX",2023-01-20 15:57:31,@nypost It still wouldn't happen even if climate change did exist.,0,Twitter for Android,
carlos diaz,77867545,"League City, TX",2023-01-20 14:55:16,@WeDontHaveTime @exponentialroad Climate has not ceased to change since the creation of Earth. Cycles of glaciation… https://t.co/LhNDmV9Qy4,1,Twitter Web App,
Leonard Dale,3280624117,"Webster, TX",2023-01-20 13:42:15,Nothing to see here folks...I'm sure its more climate change?!? 🤣💉💔💉💔 #ClotShot #StoptheShots #vaccinegenocide… https://t.co/HOFobqx6nu,2,Twitter Web App,
Emily Williams,2912312388,"Houston, TX",2023-01-20 13:40:18,@Oakely_Dokely @AliSBoosted @BadVaccineTakes Then that would mean right-wing conspiracy theorists would have to ack… https://t.co/mK105Bydlj,0,Twitter for iPhone,
Eric,1323766268172947456,"Houston, TX",2023-01-20 13:30:23,"@ChristinaPushaw If they want to combat climate change, they should spend their time, energy, and money to create n… https://t.co/PHkDFbnNvX",0,Twitter for iPhone,
Eric,1323766268172947456,"Houston, TX",2023-01-20 13:13:43,"@BasedMikeLee They aren’t even trying to hide their tomfoolery anymore.

Naming it the Inflation Reduction Act is j… https://t.co/2Sm2N6hipP",0,Twitter for iPhone,
Ken Catmull,345094073,"Houston, TX",2023-01-20 12:48:48,"In my view, this is the reason “climate change” as an issue polls so low with Americans.  Everyone wants a clean pl… https://t.co/dVNpDWP2Gi",0,Twitter for iPad,
Andrew “F” Bass. Real name,1402616912799059968,"Friendswood, TX",2023-01-20 09:39:50,@VP There is no climate change.,0,Twitter for iPhone,
Sam Collins,1519159155608670208,"Houston, Texas",2023-01-20 09:37:41,"Biden Blames Climate Change for Storms While Visiting California, Experts Disagree https://t.co/KAe4zGx5ZF",1,Twitter for Android,
bones 🦇,1377546587208044546,"Houston, TX",2023-01-20 07:38:24,When I said I wanted to watch the world burn I didn’t mean climate change 😞,0,Twitter for iPhone,
Tom,1950518449,"Houston, TX",2023-01-20 05:31:56,@townhallcom Nothing he has EVER said about “Climate Change” has come true. Lead by example Al….sell your private p… https://t.co/diMNEuXkuE,0,Twitter for iPhone,
MiddleClassInvestor,2413196516,"Houston, TX",2023-01-20 05:11:28,@nbreavington Tough choice.  I think we will stop short of doing absolute damage to ourselves in the name of climat… https://t.co/4B0VGbVRE2,0,Twitter for iPhone,
Blake Linton,322876963,Houston TX USA,2023-01-20 04:46:53,"@The_Trump_Train No need to shut anything down. Just stop subsidizing renewables AND fossil fuels, and let the free… https://t.co/rwNTmIaiB6",0,Twitter Web App,
Christopher Jones,813839763597828096,"Houston, TX",2023-01-20 04:20:51,@wachamberlain @algore He’s done a lot for climate change with his multiple mansions and flying all over the world… https://t.co/5vA9qruEtx,0,Twitter for iPhone,
Judith Mitchell,1439076743881662464,"Houston, TX",2023-01-20 03:59:45,"@JamesBradleyCA @sirensong89 In your right wing upside down world, I can see how you got there. Watch Stranger Thin… https://t.co/yzkTDDMCPO",0,Twitter for iPhone,
David McGinn,1518670782301360131,"Fulshear, TX",2023-01-20 03:31:18,@MikeHudema Rains too much?….climate change. Doesn’t rain enough?….climate change. Too hot? Climate change. Too col… https://t.co/G8y70eit0t,0,Twitter for iPhone,
Greg spears,1585998284442767360,"Katy, TX",2023-01-20 03:18:47,@elonmusk @john @fullsendpodcast @joerogan In the last ice age were liberal cave men screeching about climate change?,0,Twitter for iPhone,
Eric,1323766268172947456,"Houston, TX",2023-01-20 02:24:29,"@Lemmy_OP @ConSelfOwns I don’t hate her, but I dislike her because she presents herself as this hero, but she does… https://t.co/9tvsrIGBpM",0,Twitter for iPhone,
Guns Addict,2302015590,"Houston, TX",2023-01-20 01:40:12,@nbreavington Climate change. Because they want to turn it into the never-ending cash cow.,0,Twitter Web App,
Kate Huddleston,3100602855,"Houston, TX",2023-01-19 23:23:49,"The @nytimes on daily life in Houston: ""exhausting endless friction at the frontlines of climate change, immigratio… https://t.co/aVfzXxHwGm",0,Twitter Web App,
Spindletop,1595077341520269315,"Houston, TX",2023-01-19 23:22:52,"@redvoicenews Ladies and gentlemen, the true cause of climate change. https://t.co/zMapBjQb4l",0,Twitter for Android,
Ray,1352057258310438913,"Houston, TX",2023-01-19 22:59:06,"@ICU1010 Since 1976, Al Gore has been preaching, that the world will end due to climate change...46+ years now. The… https://t.co/2ZgbLOccyb",4,Twitter for Android,
K Blank,2360399641,"Houston, TX",2023-01-19 22:40:05,"@CultureStrike Normal, but not unusual either.

California has the period destructional floods.  They use to have t… https://t.co/Fyz6am4Czq",1,Twitter for Android,
William Chamberlain,126887254,Republic of Texas,2023-01-19 22:38:31,Can someone explain to me how commie climate change enabler @algore is still relevant? What’s he done other than lose to chads in 2000?,0,Twitter for iPhone,
Russ Conser,71403412,"Fulshear, TX",2023-01-19 22:29:49,@fvmaisano @atrembath Exactly! This anti-gas-stove campaign is not helpful to either a speedy energy transition nor solving climate change.,0,Twitter Web App,
Jon Sorensen,29338993,"Houston, TX",2023-01-19 21:45:10,"@cvpayne Charles, I must admit, Gore should win the ""Sky is Falling"" award for 2023.  In his short rant, I think he… https://t.co/el0gSQCH7e",0,Twitter Web App,
TheSkepticalProthean,1101008957089505280,"Houston, TX",2023-01-19 20:52:58,@Styx666Official His boat was not vaccinated against climate change.,0,Twitter for iPad,
HOUmanitarian ™,272278343,"Houston, Texas, U.S.A.",2023-01-19 20:07:01,"Exxon Mobil’s scientists were spot on decades ago about the threat carbon dioxide posed to the planet’s climate, a… https://t.co/2DHqQ2LQzH",2,Buffer,
ADK Redneck 🦆,1448269024543059969,North Country,2023-01-19 20:00:29,this is not a climate change poast https://t.co/Lg8SkdsepY https://t.co/I0Tux2DgY7,0,Twitter Web App,
Maria Jose,110884018,Houston ,2023-01-19 19:22:44,"""Disease is a problem, but it’s just one of many problems hoiho have. We’re still not dealing with the fisheries im… https://t.co/16zBtZ5WWj",1,Twitter Web App,
Joey Bagadonuts,1463989173250056198,"Houston, TX",2023-01-19 18:57:17,@Bree1914 the sun used to shine there but climate change has made it dark,0,Twitter for iPhone,
Gilman Program,55381067,"Houston, Texas",2023-01-19 18:30:09,Join us for our next U.S. Foreign Policy Seminar which explores how the State Department advances policy goals on c… https://t.co/O7RXREMWHh,1,Brandwatch,
Ray,1352057258310438913,"Houston, TX",2023-01-19 17:55:33,"@susi815 Al Gore is drain damaged - over 46+ years he talking - 
In 1976, at 28, after joining the United States Ho… https://t.co/ep3aSSzt0Z",0,Twitter for Android,
Ray,1352057258310438913,"Houston, TX",2023-01-19 17:48:59,@esoryelsnya Al Gore uses climate change to fill his pockets,0,Twitter for Android,
alfred montestruc,1514265398954315789,,2023-01-19 17:39:31,Must be climate change https://t.co/hMSp3zbWqp,0,Twitter for Android,
Beth - suspicious painter of 2023🌻,26984289,"Houston, TX",2023-01-19 17:38:47,@mattlanza Heartbreaking that even now we have to push back on right-wing anti-climate change nonsense.,0,Twitter for iPad,
Ruben P2 🇲🇽,3456201,"Houston, TX",2023-01-19 16:08:38,"A giant corporation hiding information? 😱 let’s act surprised!!!

https://t.co/ePoJ1Ir8GX",0,Twitter for iPhone,
Betty Gray,1571210679176003587,"Houston, TX",2023-01-19 15:54:05,"For all their ferocity, California storms were not likely caused by global warming, experts say https://t.co/3DqqCr7sZY",0,Twitter for Android,
Travis Mc 🇺🇸,384085929,"Houston, TX",2023-01-19 15:37:18,@Htobin888Tobin @hrkbenowen Ridiculous…all in the name of climate change. Just absurd,0,Twitter for iPhone,
M,60195990,"Houston, TX",2023-01-19 14:32:58,"Seriously? This is ""udder"" madness
Farmer speaks out against forcing cows to wear diapers to contain methane emissi… https://t.co/pKt8wu6eho",0,Twitter Web App,
William Chamberlain,126887254,Republic of Texas,2023-01-19 14:20:44,If your sick and tired of idiots telling you that meat is bad/gas stoves are bad/climate change is real/turn in you… https://t.co/EjyuEQ8Chj,1,Twitter for iPhone,
John E. Montana,780569065,"Houston, TX",2023-01-19 14:10:38,All of a sudden the #WEF is being exposed for what it is. 50% of the paid RSVPS being no shows is very significant.… https://t.co/T3009SpbZF,0,Twitter Web App,
Leslie Ramsay,258531474,"Houston, TX",2023-01-19 13:16:33,@jordanbpeterson These people all planing to kill a majority of the population and enslave the rest. The “ghettos”… https://t.co/6mkdlwMwqN,0,Twitter for iPhone,
free speech! 🇺🇸,1207679017010286595,"Houston, TX",2023-01-19 12:34:40,@GretaThunberg Everything you stand for is nothing but an attempt on few to rule many by the religion of climate ch… https://t.co/IpwpBaDE0f,0,Twitter for iPhone,
Craig 🇺🇸,1074839854247223296,"Missouri City, TX",2023-01-19 09:41:37,@its_the_Dr He’s a grifter. He’s made a fortune off of climate change fearmongering.,0,Twitter for iPhone,
James Perry,893079154156945408,"Pasadena, TX",2023-01-19 06:01:47,I've known it since the bill was in the Senate Rules Committee. Even the FED said that the bill MIGHT reduce inflat… https://t.co/33japgnGaO,0,Twitter for Android,
FreonTheFrozen,126120805,Houston,2023-01-19 04:40:07,Climate change it real. Sinkholes appearing everywhere https://t.co/j3U9lwt0Tz,0,Twitter for Android,
Black SuperWoman,750077621556289536,"Houston, TX",2023-01-19 04:04:25,Greta Thunberg EXPOSED Staging Her Arrest After Antifa Climate Change Pr... https://t.co/R32EyLs0Kt via @YouTube,0,Twitter Web App,
Ray,1352057258310438913,"Houston, TX",2023-01-19 02:06:45,@marklevinshow Both of them using climate change for their ponzi money scheme.,0,Twitter for Android,
Rodney Ellis,23438894,"Houston, Texas",2023-01-19 01:32:35,"What an inspiring day w/@usmayors. Thanks to federal investments from the Biden Admin, local governments are advanc… https://t.co/VmTQ3AhCSr",1,Twitter for iPhone,
Jeff Steidley,2842090299,"Houston, TX",2023-01-19 01:13:18,@catturd2 Classic Red Whine.  Make up a lie (climate change is not real). Then have a strong opinion about the lie.… https://t.co/HSkOYStU7k,0,Twitter for iPhone,
Richard Caldwell,85982025,"Spring, TX",2023-01-19 01:03:08,"@D_B_Harrison If the planet is doomed due to climate change, why are they always wealthy, and getting wealthier by… https://t.co/vo71XwLSeJ",0,Twitter Web App,
Melia021,1602047279053127685,"Houston, TX",2023-01-19 00:03:07,"@LidoDude Wonder if China uses solar panels?, knowing without Sun how in the world do they expect for us to use, if… https://t.co/B59OLNraQa",0,Twitter for iPhone,
dragthemedia,584283739,Houston,2023-01-18 23:24:44,"""Sad irony?!!!"" How about ""Rich hypocrites."" How about ""Davos conference comes out of both sides of their mouths""?… https://t.co/wfz990gUJd",0,Twitter Web App,
Jason C. Henry,1415825823546941450,"Sugar Land, TX",2023-01-18 23:24:24,Colombian President Petro blames ‘capitalism’ for climate change and potential ‘extinction of life’ on Earth… https://t.co/QC9eE4TSXZ,0,Twitter for iPhone,
Deonra Walton,1524412398068805632,"Houston, TX",2023-01-18 23:05:07,Greta Thunberg EXPOSED Staging Her Arrest After Antifa Climate Change Pr... https://t.co/5j07VjzoY9 via @YouTube,0,Twitter for Mac,
John Albert,497300307,"Houston, Texas",2023-01-18 22:55:48,Thank god this clown never became president. Al Gore will blame every bad thing on climate change. Even Xenophobia.… https://t.co/T23kAacBiX,2,Twitter for iPhone,
Fact Check,1516939520662544384,"Houston, TX",2023-01-18 22:46:07,"You cannot have a legitimate forum on climate change without the most important person in the process, Elon Musk, t… https://t.co/VgZhLkO27b",1,Twitter for iPad,
John Albert,497300307,"Houston, Texas",2023-01-18 21:41:24,The world’s elite has arrived in Davos on over 1000 private jets to lecture you about climate change. https://t.co/PudLaAl7zG,0,Twitter for iPhone,
TyrannosaurusReps,1397323867199258625,"Houston, TX",2023-01-18 20:00:51,@FoodLiesOrg Climate change of their gut is causing disease.,0,Twitter for iPhone,
Terry Sadeghi,3072403147,"Houston, TX",2023-01-18 19:48:12,"#Environment #pollution 
Same people, rich countries that destroyed the #Environment now decides how to force the p… https://t.co/74WtAy4LDh",0,Twitter for Android,
John Christy,1518749739164086277," Cypress, Texas ",2023-01-18 19:22:25,This is not about climate change but about world domination.,0,Twitter for Android,
Rodney Ellis,23438894,"Houston, Texas",2023-01-18 18:57:38,"Climate change is not a threat looming on the horizon, it’s our reality and local government has an obligation to c… https://t.co/H8cuORbPx0",0,Twitter for iPhone,
Mike,27892367,"Baytown, TX",2023-01-18 18:52:50,@davidmweissman @elonmusk Do you? Climate change for thee and not for me. https://t.co/PafNcTRcT8,0,Twitter for iPhone,
harley bailey,324448922,"Houston, Tx",2023-01-18 18:32:20,@nypost LMAO. Climate change gone wild,0,Twitter for Android,
Mike Frost,24212741,Houston,2023-01-18 18:26:43,@inthepinesart @DVATW @RRandomly1 @AyannaPressley Whiteness is fighting climate change because we reflect the light back into space.,0,Twitter for iPhone,
Chris Mykrantz,15243769,"Sugar Land, TX",2023-01-18 17:54:19,@AmyA1A Welcome to the First Church of Climate Change.,0,Twitter Web App,
HOUmanitarian ™,272278343,"Houston, Texas, U.S.A.",2023-01-18 17:52:00,"The price of food is on the rise, and one reason is climate change. A new report from the Texas Department of Agric… https://t.co/JKU3q8ovwC",0,Buffer,
El Jefe,1590535022766948352,"Houston, TX",2023-01-18 17:38:25,@libbyemmons Bunch of rich people saying climate change is a planetary crisis. I’m sure it all comes from a good place. Nothing to see here.,0,Twitter for iPhone,
Raj Mehta,368978788,"Houston, TX",2023-01-18 17:26:03,"Does climate change make people sick? Lee Anne Swinton and Elizabeth Baca discuss climate risks, the future of heal… https://t.co/JEtReJmgN2",0,Dynamic Signal,
Metal☠Dad,1335176329113853953,"Houston, TX",2023-01-18 17:21:40,@DailyCaller Al Gore lecturing people about climate change.... https://t.co/RrzrgkTc7a,0,Twitter for Android,
Rich M.,526557077,"La Porte, TX",2023-01-18 17:12:43,@GretaThunberg Your arrest was every bit as fake as climate change.,0,Twitter for iPhone,
Tim Latimer,291905975,"Houston, TX",2023-01-18 17:09:45,This is revealing (and exciting) for the unique advantages of geothermal. In a list of pros and cons of different r… https://t.co/p3VA360eBW,0,Twitter Web App,
Anne Violette,814384746,"Pearland, TX",2023-01-18 16:56:16,"Oh, looky, the Climate Change fraud GRETA Thunberg. This should go viral. #exposeGreta #ClimateChangehoax #WEF… https://t.co/FJguGxYwbG",0,Twitter Web App,
Allen Redding,16109119,Houston,2023-01-18 16:55:58,@Jacob_946 @successbrian @ZaleskiLuke @ksorbs I’ll pretend you are intelligent enough to understand your statement… https://t.co/UvilyZNNBl,0,Twitter for iPhone,
College of Liberal Arts and Social Sciences at UH,1072244948542599168,"Houston, TX",2023-01-18 16:01:35,Congratulations to @fanwangecon on joining a global research project examining how inequality in childhood environm… https://t.co/txvwyJWrkI,5,Hootsuite Inc.,
Nicola So Long and Thanks for all the Smith 🦉,3149705832,"Houston, TX",2023-01-18 15:50:12,"@MariThomas88 Yep. Also, conservativism has become synonymous with support for oil and gas, so anything that sugges… https://t.co/ofuX7eur9I",1,Twitter Web App,
Curious Observer,1399922138,"Houston, TX",2023-01-18 15:17:35,"@VigilantFox @NoorBinLadin Climate change is a scam. The elites are laughing at us. 
They think that we are just go… https://t.co/gQxEbtY9Ge",1,Twitter Web App,
Alex Pope,2753240796,"Houston, TX",2023-01-18 15:09:19,@TonyClimate When Cold with frozen polar oceans it snows much less and sequestered ice depletes until less ice allo… https://t.co/l9kaOsnGFh,0,Twitter Web App,
Rusty,1603065547545092096,"Houston, TX",2023-01-18 15:08:15,"@DailyCaller What the hell is a climate refuge ?😂🔫  This will eventually be the biggest grift , if not already pull… https://t.co/8gBq9MwgqD",0,Twitter for iPhone,
Chronicle Business,1716997489,"Houston, TX",2023-01-18 15:08:05,Tomlinson: New research shows Exxon knew about climate change https://t.co/usnXQ8AMHN https://t.co/vhrik8m1Gu,0,dlvr.it,
Fenceline Watch,1334521756556664839,"Houston, TX 77011",2023-01-18 15:00:30,Study confirms Exxon knew in the 70s impacts of climate change while publically denying global warming Exxon  accur… https://t.co/NF6mnJIytC,2,Twitter Web App,
William Dean,2860212985,"Spring, Texas ",2023-01-18 14:57:56,@sav_says_ @TPUSA The only thing that will prevent climate change is money or Captain insano... I mean Greta 🤦,0,Twitter for Android,
BeeKeeperGuy,408014929,"Houston, TX",2023-01-18 14:39:38,"@thelukemullen Wait. Did climate change cause the drought? Or the rain? 

What if I told you California has a recor… https://t.co/Et7fzk6mO8",0,Twitter for iPhone,
Houston Chronicle,8940342,"Houston, TX",2023-01-18 13:30:03,Until the world’s oil and gas companies sign legally binding contracts committing to concrete reductions in greenho… https://t.co/0M4WTc3v8v,8,SocialFlow,
