username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Tamela,1595593152072749057,"Houston, TX",2023-01-18 13:24:11,@Reuters Wonder if they’re as obsessed with Climate Change as the West?,0,Twitter for iPhone,
Ell E Dee,1518688023902400513,"Houston, Texas",2023-01-18 13:16:18,"@SpeakerMcCarthy If you really want to help the people, you would do everything you can to ensure that every citize… https://t.co/774oZHtFRK",0,Twitter Web App,
DLD🇺🇸♥️🌎,1182400902,"Houston, TX",2023-01-18 13:12:02,@TehGoldenHearts @Toni5877 @RebelNewsOnline I heard they have been Geo engineering the weather for many years now.… https://t.co/QsA17W5D9t,0,Twitter for iPhone,
PTSD.,1267927281109958656,"Houston, TX",2023-01-18 11:47:19,"Even when I write about those things, in the back of my mind is the reality of covid, the reality of our government… https://t.co/HE7qtiLWLT",0,Twitter Web App,
Houston Chronicle,8940342,"Houston, TX",2023-01-18 11:38:50,Tomlinson: New research shows Exxon knew about climate change. When will Big Oil put people first? https://t.co/lqnbVQI3le,2,SocialFlow,
Onivert,1519009677664788489,"Houston, TX",2023-01-18 07:25:08,@jakeshieldsajj Climate change activist are the real threat to humanity.,0,Twitter Web App,
Noah Argo,1462593501531709447,"Katy, TX",2023-01-18 06:56:38,@jakeshieldsajj I think climate change is real but humanities affects on it are being blown out of proportion.,0,Twitter for iPhone,
TESNIO👨‍✈️,255287994,"Houston, TX",2023-01-18 04:22:47,"@alx How many jets , cars does he have ? Please don’t talk about climate change when you are the one.",0,Twitter for iPhone,
Jeff Malone,1586788995140407308,"Houston, TX",2023-01-18 03:56:24,"@DVATW John ‘Swiftboat’ Kerry doesn’t believe in a climate crisis. He’s a Fraud, climate change is a Fraud, and he’… https://t.co/GJg8JJHe0f",0,Twitter for iPhone,
Bob Grady,1252378421876928512,Cypress Texas ,2023-01-18 03:38:48,@RedState Does John Kerry know what ended the ice age? Climate Change!,0,Twitter for iPhone,
🌋 Dr. Kayla Iacovino ⚡️,14393683,"Houston, TX",2023-01-18 03:04:07,"@AmyImhoff1701 The AC just kicked on in our house. With climate change making each year hotter, I am preparing to s… https://t.co/J5zNinhEZY",0,Twitter for iPhone,
SK,1566081667994894336,"Houston, TX",2023-01-18 02:59:54,@TeslaAndDoge It's 'climate change'. The higher overall temp. causes all sorts of unprecedented weather patterns.,0,Twitter for iPhone,
Carolyn S Knight. @countrymoney,162294316,"Houston, TX",2023-01-18 00:52:21,@crickets2021 @greg_price11 They are part of the swamp who is selling out American to  The elite climate change nut… https://t.co/5MeGQyPhbn,0,Twitter for Android,
Ray,1352057258310438913,"Houston, TX",2023-01-17 23:53:26,@gatewaypundit Climate Change is all about money....fraudulent!,0,Twitter for Android,
Matt Lanza,16752675,"Houston, TX",2023-01-17 23:40:16,"@DanielleVenton As a meteorologist, I tend to mostly agree. I use “extreme weather” more as almost a synonym for cl… https://t.co/7zWnC5ISNV",0,Twitter for iPhone,
Herb Murrel Schaffler,1549413442666303489,"Pearland, TX",2023-01-17 23:10:49,The Best Climate Change Video You Will Ever See https://t.co/rnRrsyi7eW via @ccdeditor,4,Twitter Web App,
lololololololololol,2275599536,"Houston, TX",2023-01-17 22:45:47,Climate change. GAS STOVES! https://t.co/QxppzSC01i,0,Twitter for iPhone,
Adam Ellwanger,991804654991396864,"Houston, TX",2023-01-17 22:13:18,I think the climate narrative has already completely collapsed. That's why the oligarchs are getting more and more… https://t.co/a9zav6yC67,0,Twitter Web App,
Merrisha🐝,251727346,Houston Tx ,2023-01-17 21:31:35,I’m not understanding what are ppl advocating for when it comes to climate change….. what’s their idea to better Mother Nature 🤔,0,Twitter for iPhone,
Don’t Mess With Texas,4503428311,"Houston, TX",2023-01-17 20:51:52,@basicdisciple15 @TobieThebeau @bennyjohnson @GretaThunberg @elonmusk They changed it from Global Warming to Climat… https://t.co/tUUm71VcI8,0,Twitter for iPhone,
riles moquin,1137806185615233027,"houston, TX",2023-01-17 19:45:32,Shell is committed to stopping climate change in its tracks by *checks notes* improving LED lighting efficiency at… https://t.co/GseqbaQZtT,1,Twitter for iPhone,
Skadoosh,27863916,"Houston, TX",2023-01-17 19:45:21,"@gatewaypundit Climate change, no doubt.",0,Twitter for iPad,
Cameron Langford,4749792373,"Houston, TX",2023-01-17 19:32:39,Investors concerned about climate change might be surprised that the S&amp;P 500 #ESG index includes the country’s lead… https://t.co/9fEjctJfvs,3,Twitter Web App,
brian dang,1005642015428800512,"Houston, TX",2023-01-17 18:59:57,@ac_robers I would if I thought I could use the results to advocate for the resources needed or if I could otherwis… https://t.co/iFKFJF8VaP,0,Twitter Web App,
Mary Jones,928469807904841728,"Houston, TX",2023-01-17 18:34:27,"n January 10, 2023, the Environmental Protection Agency (EPA) announced the availability of $100 million for two en… https://t.co/oCHgN3hqeo",0,Twitter Web App,
Leah W,1514455115855507458,"Houston, TX",2023-01-17 18:34:14,God says there is no Climate Change Crisis. The Evil Demonic Creators/Aliens have tampered with the Climate in God'… https://t.co/Bbkjcf20hO,0,Twitter for Android,
🇺🇸 AMERICAN GIRL 🇺🇸,1069978058822705152,Missouri City Texas,2023-01-17 18:15:10,"@algore SOOOO the @WEF was elected to run the world, Al? Were you??? How much money have you made off of your clima… https://t.co/uSvXStN4zs",0,Twitter Web App,
"Michael Fjetland (""F-Jet"")",1426547514098991111,"Houston, TX",2023-01-17 18:14:17,"Texas study blames climate change for driving up food prices

https://t.co/yeEF0xEVmZ",0,Twitter for Android,
Peter Schmidt (The 92ers),992775313343025158,"Sugar Land, TX",2023-01-17 17:38:45,"The more things change, the more they stay the same.
https://t.co/X6u2D4R9Bg",2,Twitter Web App,
Neste North America♻️🌎,867097652323856384,"Houston, TX",2023-01-17 17:15:01,"Neste is using waste to fight climate change, creating a #circulareconomy at @DFWAirport where the airport's used c… https://t.co/rIELaIB2M3",1,Brandwatch,
PlotterDepot,1316489622558519298,"Houston, TX, USA",2023-01-17 16:33:04,"@elonmusk @Davos Climate Change &amp; pollution is an existential problem for humanity.

8 billion peeps is too many fo… https://t.co/xUZWmoaT06",0,Twitter Web App,
John LeFevre,27434900,"Los Angeles, CA & Houston, TX",2023-01-17 16:05:27,"Defenders of the WEF can say “own nothing; be happy” and “eat ze bugs” are out-of-context conspiracy theory memes,… https://t.co/1BBxsIfJUJ",8,Twitter for iPhone,
Rick Martin,174118131,"Houston, TX, USA",2023-01-17 15:56:33,@GRDecter @JohnCornyn This is a very good question. Climate change is the tool being used to assert control.,0,Twitter for iPhone,
Neal Orr,2363350069,"Missouri City, Texas",2023-01-17 15:33:41,"""What is shit I fly over in private jets on the way to climate change conferences?"" https://t.co/I4NxcQqqRT",0,Twitter Web App,
Neal Orr,2363350069,"Missouri City, Texas",2023-01-17 15:27:21,"@antaonarran @KonstantinKisin Who's died from climate change, exactly?

Just name one person.",0,Twitter Web App,
Dennis Stout,90760420,"Webster, TX",2023-01-17 15:23:27,"@Prowl8413 @MrBeast Not far enough, obviously, but even so, desalination requires energy and that just compounds th… https://t.co/2tJ2yoLFzH",0,Twitter for Android,
FOX26Houston,17094323,"Houston, Texas",2023-01-17 14:30:26,German police reportedly removed 20-year-old climate change activist Greta Thunberg from the site of a mass protest… https://t.co/mbWak2AiFl,1,True Anthem,
Cameron Miller,482286786,"Houston, TX",2023-01-17 14:14:45,"@tomselliott @AlanDangour They are lying, but their lies are effective. My friends kids are fully indoctrinated on… https://t.co/hQUsGELFPA",0,Twitter for iPhone,
Robert D. Bullard,255797635,"Houston, TX",2023-01-17 14:05:40,"In Somalia, climate change and conflict are driving mothers to risk it all for their starving children - CBS News https://t.co/8mLM2rhSnv",2,Hootsuite Inc.,
Alexzeez,1486005984,"Houston, TX",2023-01-17 13:26:29,"UV radiation from the Sun(s) is what's causing climate change, not carbon emissions from human activities 🤣",0,Twitter for Android,
Holly Hansen,23619177,"Houston, Texas",2023-01-17 12:09:52,Hays County Democrat Proposes Mandatory ‘Climate Change Action Plan’ for Texas https://t.co/l7hkRBMJGA,3,Twitter for iPhone,
🇺🇸pVmZRT🇺🇸,1556813245025058816,"Humble, TX",2023-01-17 11:59:20,@JayinKyiv But isn't North Korea much more carbon-neutral? I can't believe you are supporting climate change! Not cool.,0,Twitter Web App,
Steven Jaques 🇺🇸🇨🇦,56573959,"Houston, TX",2023-01-17 05:12:18,"@ClimateHuman Its important to call it climate change, not warming or heating. Cause sometimes it cools.",0,Twitter for iPhone,
Henry Cortez,917542594736828416,"Houston, TX",2023-01-17 05:03:39,@sav_says_ The biggest hoax is climate change.,0,Twitter for iPhone,
Andrew Drow 🌗,56434421,"Houston, Texas",2023-01-17 03:13:41,@CigsMake He actually died of Climate Change suddenly,0,Twitter for iPhone,
kelly - 🙏🏽🇮🇷🇺🇦 - 🇰🇷🇺🇲,114658938,"Houston, TX",2023-01-17 03:11:48,@hamsterkaren hahahaha. yay houston. i know my system can do both but i am one of those weirdos who turns it on and… https://t.co/cZYXNHgvr9,0,Twitter for Android,
KPRC 2 Houston,27583598,"Houston, TX",2023-01-17 03:00:10,"Economic woes, war, climate change on tap for Davos meeting https://t.co/D1oD8B45sJ",0,SocialNewsDesk,
Ronnie,1532464806569074688,"Pasadena, TX",2023-01-17 02:21:19,"Let’s be clear about our current situation.  Trump Won. Biden is toad stool, climate change is a hoax &amp; the COVID v… https://t.co/nsNWjRn66r",0,Twitter for iPad,
David Blatt,1238413129664454657,Houston TX,2023-01-17 02:13:44,"Oil giant ExxonMobil predicted climate change in 1970s, scientists claim...
Truth sucks, profits were too important… https://t.co/cl72yXIfBO",0,Twitter Web App,
Dennis Stout,90760420,"Webster, TX",2023-01-17 01:24:49,@UberFrood @MaxDodge340 @BeauTFC Ding! The correct answer is to increase rain fall by reversing climate change..,0,Twitter for Android,
"𝚕𝚕𝚘𝚢𝚍 𝚓𝚊𝚌𝚘𝚋𝚜𝚘𝚗, 𝚖𝚜𝚠 👨🏻‍💻",737616924,"Houston, TX, USA",2023-01-16 23:47:52,@CommonS60561793 @evan7257 That’s why feds need to be key funder of the Ike Dike. Texas leaders would rather focus… https://t.co/JAGphnFnv4,2,Twitter for iPhone,
Gerald Bemberg,702876282405654528,"Houston, Texas",2023-01-16 23:40:39,@JohnLeePettim13 John-outstanding explanation-if the climate change fanatics already ignore 4 billion years of eart… https://t.co/ppOGgI5fda,0,Twitter for iPhone,
JGP,48220529,"Houston, TX",2023-01-16 21:49:21,@ithizar @BjornLomborg That could be as basic as having access to a doctor or pharmacy. No one wants to support (or… https://t.co/HqcMRTtdda,0,Twitter for iPhone,
GregoryWReinhart,287950159,"Houston, TX",2023-01-16 21:07:45,"@hollow_maven I for one feel better when, rather than severe out of season storms brought about by climate change,… https://t.co/PWRFmgokzJ",0,Twitter for iPhone,
Alex F 🌈,57150180,"Houston, TX",2023-01-16 20:54:55,"@gbdawkins Climate change doesn’t exist, silly.",0,Twitter for iPhone,
Laura Schulz,484001118,Houston Texas,2023-01-16 20:31:29,"@dylaanmd @MuskUniversity Yes, climate change is part of a natural process. It's good to pay attention to how it's… https://t.co/InkvgDqqcV",0,Twitter Web App,
Robert D. Bullard,255797635,"Houston, TX",2023-01-16 19:26:15,"USA TODAY: Causes of climate change: How to stop it, why carbon dioxide matters.
https://t.co/ZfdyYClJ42",0,Hootsuite Inc.,
Juan Perez,1578136846927798274,"Houston, TX",2023-01-16 19:05:53,"@thelukemullen Go away democRAT!
Climate change? 😂 🤡",0,Twitter for Android,
Beth Moore,50151371,"Texas, USA",2023-01-16 17:25:29,"@csmatteson @prageru You need to go back to school, so you won’t fall for the petroleum industry’s lies. Climate ha… https://t.co/q94IIoDbHi",0,Twitter for iPhone,
Chavez,1538978812842721280,"Houston, TX",2023-01-16 17:20:06,@ScottDuncanWX WOW! This look like a serious issue! You act like the earth is melting because the temperature has r… https://t.co/Lk7dbgMujx,0,Twitter Web App,
Glen Hendrix,346910123,Houston,2023-01-16 16:25:23,"Agriculture is not ready for the tsunami of climate change and its challenges.

Read the full article: Farming Our… https://t.co/GArKMLPgeB",0,Missinglettr,
@mikeb,552407388,Houston Texas,2023-01-16 15:17:13,@BidensWins I don’t like any thing Biden has forced down American throats  there is no climate change,0,Twitter for iPhone,
Mr. Wolverine Man,822540185640566789,"Houston, TX",2023-01-16 15:13:55,@kenklippenstein Based on the graph we’re overdue for a climate change.,0,Twitter for iPhone,
Guns Addict,2302015590,"Houston, TX",2023-01-16 15:04:06,"From Environmentalism to Climate Catastrophism: A Democratic Story (Part 2) https://t.co/m984lczCho 
The Return of… https://t.co/hlBBnz7Ozq",0,Twitter Web App,
Dan Krishock,49100772,"Houston, TX",2023-01-16 12:50:36,"@thevivafrei If not stopping climate change would be catastrophic and to stop it China had to do it’s part, would t… https://t.co/b32WYqwW8y",0,Twitter for iPhone,
Andrew Burton,60455544,"Houston, TX",2023-01-16 12:46:59,"@Flit_BruceR Yeah. Senate Intelligence Report, Trump Tower meeting, DNC/Podesta hack for starters, Manafort/Kilimni… https://t.co/aX8Ew7vYaa",0,Twitter for iPhone,
GuardianNoodle Dice Dragon,240602864,"Houston, Tx",2023-01-16 11:41:14,"@catherinenunya @guido817 That’s the funny thing, though even if climate change weren’t real, we know that pollutio… https://t.co/M5shBCOA4y",0,Twitter for iPhone,
David Legate,568630736,"Houston, TX",2023-01-16 10:11:53,". climate change talking points -- climate change is real, but that’s nothing new ... atmospheric heat-trapping als… https://t.co/0wraljqoRw",0,Twitter Web App,
Susan Leonard✡️,23035265,"Houston, TX",2023-01-16 07:19:08,@dirty_saiyan_YT Designers put this info into emails and dms. Folks looking for handouts do not. Your posts here ru… https://t.co/c7gR22DtIb,0,Twitter Web App,
Confused Prepper,1545985599286517761,"Fulshear, TX",2023-01-16 06:17:23,Ice Age 1978 Leonard Nimoy- Climate Change but COOLING NOT WARMING https://t.co/ZaWE3fC5of via @YouTube,1,Twitter Web App,
Dr. Glenn S. Johnson,2882169360,"Houston, TX",2023-01-16 05:55:30,A Deal to Help South Africa Is a Breakthrough for the World https://t.co/za276eZGk3,0,Twitter Web App,
K__Tequilashot 🎉🍾,890884566281572352,"Texas Medical Center, Houston",2023-01-16 03:27:39,Trying to calculate F5 tornadoes is very complicated. And tying it to global warming/ climate change more complicat… https://t.co/mvLhnzFB4N,0,Twitter Web App,
Daniel Roy Greenfeld,14835908,"Los Angeles, CA / Houston, TX",2023-01-16 03:19:46,"@rogersherman Yes. However, my biggest reason to give talks now is to convince people to use their talents/skills t… https://t.co/runk0YIXik",0,Twitter Web App,
Sam Mills,1382100324022956033,"Houston, TX",2023-01-16 03:09:35,"While climate change is a fun topic and serious issue, where will you go when that bill is passed",0,Twitter for iPhone,
"Kevin Wood, CPA Broker",56720251,"Houston, TX",2023-01-16 01:32:14,@fortworthchris Probably the most logical dissection of political climate change is the shunning of nuclear energy.… https://t.co/1nxbnJmhby,0,Twitter Web App,
Bob Grady,1252378421876928512,Cypress Texas ,2023-01-16 00:48:49,"@RedState Does Biden own the first EV corvette?
If it is an ICE corvette, then his climate change agenda is all mad… https://t.co/zQbc9tQrSc",0,Twitter for iPhone,
DLD🇺🇸♥️🌎,1182400902,"Houston, TX",2023-01-16 00:48:04,Biden/his ilk are destroying the US in many ways to push climate change aka People control? Ugly white wind turbine… https://t.co/NEKVZ5kv45,5,Twitter Web App,
Robert D. Bullard,255797635,"Houston, TX",2023-01-16 00:30:35,"InsideClimate News: The Surprising History of Climate Change Coverage in College Textbooks.
https://t.co/N9NzE4XvjY",0,Hootsuite Inc.,
MNoelH,15182283,Houston,2023-01-15 23:56:10,"@VigilantFox Heya, Ted...

The is NO global warming or climate change that man is responsible for.

The experts, not Greta, have spoken!",0,Twitter for Android,
Terri Menke-Rickman PhD,31466009,Houston,2023-01-15 22:20:32,"@RonFilipkowski Imagine no mass shootings, no domestic terrorism, no antisemitism, racism or sexism, no preventable… https://t.co/QmBEB03CRx",0,Twitter Web App,
Bipartisan Bipolar Indian,2961738842,"Houston, TX",2023-01-15 22:05:00,@redcountysage @DissocialSpace No human or social element to climate change; it cannot trigger chain of stupidity.… https://t.co/ZwjPqAerVw,0,Twitter Web App,
Bipartisan Bipolar Indian,2961738842,"Houston, TX",2023-01-15 21:10:21,"@DissocialSpace We should not mix climate change over reaction with Wokism like ""men can also get pregnant"".",0,Twitter Web App,
Kyle Posey,1588727650243280898,"Houston, TX",2023-01-15 19:17:44,@cwt_news I think it’s safe to say we can attribute every negative aspect of modern life on climate change.,0,Twitter for iPhone,
Juan Lozano,242904398,"Houston, Texas",2023-01-15 17:45:12,"@HoustonMarathon, Mile 20

Things that are not slowing down:
•The rate of inflation 
•Rising sea levels due to clim… https://t.co/0xcAnK7Mw4",0,Twitter for iPhone,
Micah 🪩,1172881890933727234,Houston,2023-01-15 17:22:58,The whole socialism or extinction schtick is such a funny argument to me. It’s mighty convenient these folks have c… https://t.co/F9e0QeVWg5,7,Twitter for iPhone,
Jose Deochoa,1588725869501157376,"Alvin, TX",2023-01-15 16:43:42,Pete Buttigieg Climate Change Agenda Exposed by Tucker Carlson https://t.co/JRD8jqWR9S via @YouTube,0,Twitter for iPad,
Fin 🐧,484374794,"Houston, TX",2023-01-15 15:19:46,Prolly cuz of climate change. https://t.co/CfL0JJOokt,0,Twitter for Android,
Robert D. Bullard,255797635,"Houston, TX",2023-01-15 14:54:03,Opinion | A Deal to Help South Africa Is a Breakthrough for the World - The New York Times https://t.co/hN1B2wpF0E,0,Twitter Web App,
💵Yanothan Ulitarian💵,32275901,"Houston, Texas",2023-01-15 14:34:50,@gullfff @VaushV @jordanbpeterson If climate change deniers had a point they’d be able to point to something drivin… https://t.co/HIQb8iGIWQ,0,Twitter for iPhone,
Imran Hasan,77589753,Houston,2023-01-15 14:16:48,@TeslaAndDoge Climate change is real but the apocalyptic view is far fetched. Earth has gone through many climate c… https://t.co/GUUh1TpJRX,0,Twitter for iPhone,
YourConscience77,1603148010300514309,"Houston, TX",2023-01-15 13:40:00,@LucianTritt @Spencersaudio @antonioguterres Fascism is when they attack humanity for their gain. Just realize they… https://t.co/SoK1KpOvMf,0,Twitter for Android,
Deborah Byers,619468801,"Houston, Texas",2023-01-15 13:39:16,Climate change is global but Solutions are local.   Some realistic perspectives. https://t.co/5v06zbaW2F,0,Twitter for iPad,
MarkWhittington,11194802,"Houston, Texas",2023-01-15 12:45:57,And with carbon capture we don't even have to eliminate fossil fuels. https://t.co/6FL6u4vo0i https://t.co/eEvf0XYKnT,0,Twitter Web App,
Tom Eishen,111894295,"Spring, TX",2023-01-15 04:43:09,@tedcruz Exxon did research on climate change in the 1970s. They knew they weee changing the climate and they hid t… https://t.co/61gd52X0EA,0,Twitter for iPhone,
Jacob Castle,1324423145365921793,"houston, tx",2023-01-15 04:26:50,"So JBP just tweeted the chart as a “debunking” for climate change, and while there are a thousand things wrong with… https://t.co/kfiHAjOgc3",0,Twitter for iPhone,
AstrosHitByPitch,1228859007290314752,"Not Houston, TX",2023-01-15 03:27:13,@spectatorindex They won't drill because of climate change.,0,Twitter Web App,
Tim K,1237809237683777537,"Houston, TX",2023-01-15 03:01:58,"@elonmusk @ScottAdamsSays Your not wrong, but shouldn’t we focus on the most economical options of preventing climate change first?",0,Twitter for iPhone,
Larry,751141372808171520,"Houston, TX",2023-01-15 02:17:16,@crossroads_josh @EpochTimes @JoshJPhilipp Climate change is a liberal money grab myth.,0,Twitter for Android,
Leonard Dale,3280624117,"Webster, TX",2023-01-15 00:29:05,"@iheartmindy @snopes I'm sure its not the 💉💉clot shot💉💉
its gotta be climate change!?! 🤣🤣🤣 https://t.co/JuMuobvqDX",0,Twitter Web App,
Vincent P. Florentine,243679238,"Houston, TX",2023-01-14 23:30:40,@topnigel Only 80% of our global energy is produced from fossil fuels - energy poverty will kill way more people th… https://t.co/sPKu7sTPum,0,Twitter for iPhone,
Terri Menke-Rickman PhD,31466009,Houston,2023-01-14 21:53:43,"@ElieNYC Also crimes against humanity: refusing policies to curb gun violence, supporting white supremacy (domestic… https://t.co/jmCUhSvtXZ",0,Twitter Web App,
Jean Grey,1598123408621015042,"Houston, TX",2023-01-14 18:40:58,Why does the democrats want to band gas stoves? This has nothing to do with climate stupid change. https://t.co/h1xmHN7Obq,0,Twitter for iPhone,
Stephanie Piller,840570967315357696,"Houston, TX",2023-01-14 17:56:12,@RepRaskin What % does oil contribute to climate change?,0,Twitter for iPhone,
Robert Whitley,1362372643098345472,Houston,2023-01-14 16:29:11,@RepJeffries same weak smoke and mirrors technique used to convince you of the end of the world because climate cha… https://t.co/hAxVTuzkHA,0,Twitter Web App,
"Adewale Sankara, MPA",1213602982664687616,"Houston, TX",2023-01-14 15:41:47,"Exxon Scientists Predicted Global Warming, Even as Company Cast Doubts, Study Finds https://t.co/WNUicrDufr",0,Twitter Web App,
Terri Menke-Rickman PhD,31466009,Houston,2023-01-14 15:28:49,@tedcruz I know you must actually be very intelligent based on your elite education. Why don’t you use it to actual… https://t.co/4cVF80v6Tp,0,Twitter Web App,
Lance Yearwood,3555668142,"Cypress, TX",2023-01-14 15:25:17,"@JavierBlas @AtlanticCouncil @ACGlobalEnergy How did we get to the point where energy truth is “interesting”, while… https://t.co/6xM8V42Zxj",0,Twitter for iPhone,
Carolyn S Knight. @countrymoney,162294316,"Houston, TX",2023-01-14 14:38:43,"The liberals on the left have either buried their head in the sand to what's happening, or they really don't give a… https://t.co/bX6qhOsjcs",0,Twitter for Android,
Robert D. Bullard,255797635,"Houston, TX",2023-01-14 13:10:09,Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s https://t.co/yBvEHb1aAw @guardian,6,Hootsuite Inc.,
John Cooper,1519637067537465345,"Richmond, TX",2023-01-14 12:16:05,@fargman80 @ScottAdamsSays And looking this graph over geologic time proves climate change has been happening for 4… https://t.co/5KIlw5G7RM,0,Twitter for iPhone,
Ayata,52689556,"Austin and Houston, Texas",2023-01-14 05:29:58,"Climate change makes heat waves, storms and droughts worse, climate report confirms https://t.co/UIXY3GQzJx",0,Twitter Web App,
Booker T. Washington High School Ag Science,1453092876628283395,"Houston, TX",2023-01-14 04:58:45,Climate change is changing the way we think of producing food &amp; @btw_hou_agsci @houstonisd students are at the fore… https://t.co/55FLF3VFqr,1,Twitter Web App,
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-14 04:29:13,"The real problem with the world today:

Democrats now saying gas stoves are the enemy - a threat to climate change.… https://t.co/bvpCltMkBJ",0,Twitter Web App,
Beepy the TBD,14231599,"Houston, TX",2023-01-14 04:00:02,@elonmusk @ScottAdamsSays It’s about time. Jesus fuck. The euro far right accepts climate change.  Just never imagi… https://t.co/8SagiYkIuy,0,Twitter for iPad,
Tom,1950518449,"Houston, TX",2023-01-14 03:36:35,"@Not_the_Bee BLM, Climate Change, Covid-19….I can go on but would run out of space.",0,Twitter for iPhone,
Science Tip,471115314,Houston,2023-01-14 03:32:53,"What Three New USGS Maps Reveal About Mars 

https://t.co/2NOGFaKfvN",2,Hootsuite Inc.,
C. Susan Howes,4736215796,"Houston, TX",2023-01-14 01:30:33,Climate change action could set off a copper mining boom: how Zambia can make the most of it https://t.co/tdEWLzSWvI via @TC_Africa,0,Twitter for iPhone,
Private Cowboy,1611218990910607360,"Houston, TX",2023-01-14 01:21:04,@MarcHDuhaime @RyLiberty Climate change is the next Covid control lie.,0,Twitter for iPhone,
Dr. Gregory Parker,1456069313513852937,"Houston, TX",2023-01-14 00:56:04,"Lisen to this idiot, engulfed in his moral narcissism claiming we have 5 years left on this planet. Climate change… https://t.co/fLTZyVBjoi",0,Twitter for iPhone,
Ralph Telford,48149907,"Houston, TX",2023-01-13 23:18:35,@RepRaskin Man made climate change is bs. The climate has ALWAYS been changing.,0,Twitter for iPhone,
cindy,1582593072,"Pearland, TX",2023-01-13 23:03:43,Is Climate Change Causing Wildfires in California? https://t.co/GJgoMzRjAE via @YouTube,0,Twitter for iPad,
ParodyGuy,20248290,"Friendswood, Texas",2023-01-13 22:19:51,@NASAEarth @NASA What the press and even my beloved @NASA doesn't talk about it is that two things can be true at t… https://t.co/GOW9Fuldgf,0,Twitter Web App,
Pat Bryan,3192579962,"Houston, TX",2023-01-13 22:16:41,"Yup, Exxon's scientists precisely predicted Climate Change - TO EXXON!
Exxon took that info, applied it to their bo… https://t.co/hqYeLuVDUL",0,Twitter Web App,
Mattox Friedman,921773765045911555,"Houston, TX",2023-01-13 21:30:48,"“We now have airtight, unimpeachable evidence that ExxonMobil accurately predicted global warming.” A good article… https://t.co/xnR0of6FeM",1,Twitter for iPad,
Kevin hebert,1404776910320713735,"Spring, TX",2023-01-13 21:13:09,@bethbur97689252 Yep! Climate change,0,Twitter for iPhone,
Miguel Sr,1580452897,"Houston, TX",2023-01-13 20:54:34,@JustinTrudeau Climate change is a hoax! It's a way to control.,0,Twitter for Android,
Robert D. Bullard,255797635,"Houston, TX",2023-01-13 20:35:40,Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s | ExxonMobil | The Guardian https://t.co/9uzrWXRPZP,0,Twitter Web App,
Robert D. Bullard,255797635,"Houston, TX",2023-01-13 20:34:09,"Exxon scientists predicted global warming with ‘shocking skill and accuracy,’ Harvard researchers say – Harvard Gaz… https://t.co/hZIe1AR3Zt",2,Twitter Web App,
William Collins,58474304,"Houston, TX",2023-01-13 19:47:20,The party of SCIENCE doesn't appear to understand excess deaths are real and can be more easily statistically teste… https://t.co/VOWFlnsTnl,0,Twitter Web App,
Robert D. Bullard,255797635,"Houston, TX",2023-01-13 19:06:49,"The Cost of Climate Change, Conflict and Covid - Bloomberg https://t.co/rrt4vaSLKj",1,Hootsuite Inc.,
Dave Smith,29361909,"Houston, TX",2023-01-13 18:40:33,"@PatrickRuffini The gas stove study wasn’t about climate change, it was about public health.",0,Twitter for iPad,
big doug energy,973639357088370688,"Houston, TX",2023-01-13 17:52:24,"@JunkScience You know that Climate Change can make the world colder too, right? #ClimateBrawl",0,Twitter for iPhone,
Dr. Susan Hough 🦖,2351882474,pasadena,2023-01-13 16:02:58,"The effects of the recent storms probably have been worsened by recent drought conditions, which can be linked to c… https://t.co/f1ZEl9BaeT",1,Twitter Web App,
Dr. Susan Hough 🦖,2351882474,pasadena,2023-01-13 16:02:58,"As a solid-Earth girl I tweet about earthquakes &amp; maybe volcanoes, weather/climate not so much. But a few thoughts… https://t.co/uthne7w37Y",8,Twitter Web App,
Fenceline Watch,1334521756556664839,"Houston, TX 77011",2023-01-13 15:49:25,"Texans' food supply at risk: New report from the Texas Department of Agriculture finds ""climate instability is stro… https://t.co/U2Wkh8d9oa",2,Twitter Web App,
PE,1338666028893569024,"Houston, TX",2023-01-13 15:46:33,@MuvunganiT @matigary Shaaaa usaratidza HUMBOKO kunge MBOKO iyi @matigary .To begin with the @ParisAgreement isnt b… https://t.co/7UnkL8LREQ,0,Twitter for Android,
Jeff Heinrich,728162503,Houston,2023-01-13 15:45:28,@NewScientistPod @MadeleineCuff @rowhoop Misleading headline attempting to assign blame for climate change which is… https://t.co/obSXhyroq0,0,Twitter for iPhone,
Mark Passwaters,21835599,"Houston, TX",2023-01-13 15:44:51,@SchlossJive @alexi @axios I am very Fing well aware of what can be done. I am also very Fing well aware of the fac… https://t.co/5dYOhCpaoq,0,Twitter for iPhone,
JasperNine,1594144789058011138,"NW Houston, TX",2023-01-13 15:35:55,@WVpowerstroke @Tzeporah Cull your herd.  I have been told cows are a major methane problem and are a cause of your… https://t.co/4z1V56PrcA,0,Twitter Web App,
Benjamin Fair ✝️💻,1599428242590646272,"Pearland, TX",2023-01-13 15:25:32,"@antonioguterres No we don't, man-made climate change is a myth.",0,Twitter for Android,
